Time,data,Anomaly
1716213924.5629127,0.984375,0
1716213924.5728352,1.0859375,0
1716213924.582785,0.7890625,0
1716213924.5930524,1.0859375,0
1716213924.603036,1.18359375,0
1716213924.613009,1.18359375,0
1716213924.6230688,0.984375,0
1716213924.632918,1.3828125,0
1716213924.6431556,0.7890625,0
1716213924.6528685,0.88671875,0
1716213924.6632998,1.28125,0
1716213924.6727805,1.0859375,0
1716213924.682808,1.28125,0
1716213924.6928892,1.28125,0
1716213924.702897,1.28125,0
1716213924.7128322,1.18359375,0
1716213924.7229142,1.18359375,0
1716213924.733081,1.28125,0
1716213924.743194,1.0859375,0
1716213924.7529483,1.18359375,0
1716213924.7633002,1.28125,0
1716213924.7731378,1.0859375,0
1716213924.78307,1.0859375,0
1716213924.7929397,1.3828125,0
1716213924.8029828,1.28125,0
1716213924.8129592,1.0859375,0
1716213924.8229897,1.28125,0
1716213924.8329906,0.984375,0
1716213924.8434289,1.3828125,0
1716213924.8530176,1.18359375,0
1716213924.8631897,1.18359375,0
1716213924.8734229,0.984375,0
1716213924.883276,1.18359375,0
1716213924.8931124,1.18359375,0
1716213924.9142478,1.3828125,0
1716213924.914258,1.48046875,0
1716213924.9232051,1.0859375,0
1716213924.9331968,1.28125,0
1716213924.9434378,1.18359375,0
1716213924.9532485,1.0859375,0
1716213924.963315,1.18359375,0
1716213924.9732249,1.578125,0
1716213924.9832878,0.984375,0
1716213924.993222,0.7890625,0
1716213925.0032978,0.88671875,0
1716213925.0132875,0.88671875,0
1716213925.023323,1.0859375,0
1716213925.033393,0.984375,0
1716213925.0436504,1.18359375,0
1716213925.0532928,1.18359375,0
1716213925.063408,1.0859375,0
1716213925.0734005,1.18359375,0
1716213925.083623,0.88671875,0
1716213925.0934644,0.984375,0
1716213925.1033676,0.984375,0
1716213925.113417,1.0859375,0
1716213925.1233437,0.7890625,0
1716213925.1333532,1.3828125,0
1716213925.1439235,1.18359375,0
1716213925.153453,1.18359375,0
1716213925.1634936,1.28125,0
1716213925.1734688,1.18359375,0
1716213925.183876,1.28125,0
1716213925.1934314,1.3828125,0
1716213925.2036238,0.984375,0
1716213925.2134118,1.18359375,0
1716213925.223514,1.0859375,0
1716213925.2334514,1.28125,0
1716213925.24382,0.88671875,0
1716213925.253516,1.3828125,0
1716213925.263593,1.0859375,0
1716213925.2736204,0.984375,0
1716213925.2853432,0.984375,0
1716213925.293595,1.28125,0
1716213925.3041658,1.0859375,0
1716213925.3140664,1.578125,0
1716213925.32427,1.0859375,0
1716213925.3342288,1.28125,0
1716213925.3441982,1.0859375,0
1716213925.3541508,1.18359375,0
1716213925.3643725,0.984375,0
1716213925.37447,1.28125,0
1716213925.3852727,0.984375,0
1716213925.3948495,1.0859375,0
1716213925.404276,0.984375,0
1716213925.4142115,1.3828125,0
1716213925.424445,1.28125,0
1716213925.4341722,0.984375,0
1716213925.4443705,0.7890625,0
1716213925.4541416,1.48046875,0
1716213925.4641387,0.984375,0
1716213925.4741588,1.0859375,0
1716213925.485185,1.0859375,0
1716213925.4944415,0.984375,0
1716213925.5042734,1.18359375,0
1716213925.513816,1.0859375,0
1716213925.5238273,0.984375,0
1716213925.5339718,1.18359375,0
1716213925.544718,1.3828125,0
1716213925.5540032,0.7890625,0
1716213925.5639353,1.18359375,0
1716213925.5738554,0.88671875,0
1716213925.5840485,0.984375,0
1716213925.5941308,1.0859375,0
1716213925.6039836,1.18359375,0
1716213925.6139903,1.18359375,0
1716213925.6242068,1.28125,0
1716213925.6340816,1.0859375,0
1716213925.6442928,0.7890625,0
1716213925.6539907,1.0859375,0
1716213925.6641164,1.28125,0
1716213925.674142,1.0859375,0
1716213925.6841335,1.18359375,0
1716213925.694037,1.18359375,0
1716213925.704033,0.984375,0
1716213925.714111,0.984375,0
1716213925.72408,1.0859375,0
1716213925.7343855,1.18359375,0
1716213925.744784,1.18359375,0
1716213925.754149,0.984375,0
1716213925.7641346,0.984375,0
1716213925.7741094,1.18359375,0
1716213925.7841716,1.18359375,0
1716213925.7941456,1.18359375,0
1716213925.8042934,0.984375,0
1716213925.814563,1.28125,0
1716213925.8243015,1.18359375,0
1716213925.8342528,1.18359375,0
1716213925.84505,1.3828125,0
1716213925.8541942,1.18359375,0
1716213925.8642302,1.48046875,0
1716213925.8742552,1.18359375,0
1716213925.884248,0.984375,0
1716213925.894263,0.984375,0
1716213925.9042866,0.984375,0
1716213925.9147022,1.28125,0
1716213925.924774,1.3828125,0
1716213925.9347718,0.984375,0
1716213925.9451504,1.0859375,0
1716213925.9547863,1.0859375,0
1716213925.9648848,1.0859375,0
1716213925.9748654,1.18359375,0
1716213925.984799,1.3828125,0
1716213925.9949057,1.18359375,0
1716213926.0047352,0.984375,0
1716213926.0146978,1.18359375,0
1716213926.0246694,1.3828125,0
1716213926.034748,1.18359375,0
1716213926.0449674,1.0859375,0
1716213926.0548098,1.0859375,0
1716213926.0648253,1.28125,0
1716213926.0750096,1.18359375,0
1716213926.0851514,1.28125,0
1716213926.0949287,1.3828125,0
1716213926.1047857,1.18359375,0
1716213926.1150937,1.28125,0
1716213926.1249278,1.18359375,0
1716213926.135115,1.28125,0
1716213926.1449628,1.3828125,0
1716213926.1550343,1.48046875,0
1716213926.1649027,1.18359375,0
1716213926.1749878,1.0859375,0
1716213926.1847866,0.984375,0
1716213926.1949155,0.88671875,0
1716213926.2050014,0.984375,0
1716213926.2148163,0.984375,0
1716213926.2248034,0.984375,0
1716213926.2348733,1.18359375,0
1716213926.2452176,0.88671875,0
1716213926.2549648,0.984375,0
1716213926.2647908,0.88671875,0
1716213926.2747777,0.88671875,0
1716213926.2849314,1.18359375,0
1716213926.2947235,1.28125,0
1716213926.3049834,0.984375,0
1716213926.3147516,0.984375,0
1716213926.3247683,1.18359375,0
1716213926.3347466,1.18359375,0
1716213926.345174,1.18359375,0
1716213926.3548255,0.7890625,0
1716213926.3649445,0.984375,0
1716213926.374946,1.0859375,0
1716213926.3849492,0.984375,0
1716213926.394837,1.18359375,0
1716213926.404847,1.0859375,0
1716213926.4148583,0.984375,0
1716213926.4248452,1.28125,0
1716213926.4349766,0.984375,0
1716213926.4451487,0.88671875,0
1716213926.455083,0.984375,0
1716213926.4653113,1.3828125,0
1716213926.4749684,0.984375,0
1716213926.4851074,0.7890625,0
1716213926.4951034,1.0859375,0
1716213926.505405,1.0859375,0
1716213926.5150526,0.984375,0
1716213926.5249743,1.0859375,0
1716213926.5348766,1.0859375,0
1716213926.545279,0.984375,0
1716213926.555239,1.48046875,0
1716213926.564984,1.18359375,0
1716213926.575011,1.0859375,0
1716213926.584968,1.0859375,0
1716213926.594957,1.77734375,0
1716213926.6051412,1.18359375,0
1716213926.615019,0.984375,0
1716213926.6249928,1.28125,0
1716213926.6350417,0.984375,0
1716213926.6453953,0.984375,0
1716213926.655232,1.18359375,0
1716213926.6651886,1.18359375,0
1716213926.675321,1.28125,0
1716213926.685215,1.0859375,0
1716213926.6950169,0.7890625,0
1716213926.7050946,1.0859375,0
1716213926.715242,0.7890625,0
1716213926.725355,1.28125,0
1716213926.7353263,0.984375,0
1716213926.745401,1.0859375,0
1716213926.7553668,0.984375,0
1716213926.7652266,0.984375,0
1716213926.7753563,1.48046875,0
1716213926.785215,0.88671875,0
1716213926.7951252,0.88671875,0
1716213926.8053586,1.18359375,0
1716213926.8151374,1.18359375,0
1716213926.8252285,1.18359375,0
1716213926.8352728,1.28125,0
1716213926.8454552,1.18359375,0
1716213926.855382,1.0859375,0
1716213926.865304,1.0859375,0
1716213926.8752646,1.18359375,0
1716213926.88524,0.88671875,0
1716213926.8952634,1.28125,0
1716213926.9054234,1.0859375,0
1716213926.915284,1.48046875,0
1716213926.9253263,1.18359375,0
1716213926.9354186,1.0859375,0
1716213926.945541,0.88671875,0
1716213926.9557912,1.18359375,0
1716213926.9654517,1.48046875,0
1716213926.975662,0.69140625,0
1716213926.9854867,1.28125,0
1716213926.9954753,1.18359375,0
1716213927.005512,1.18359375,0
1716213927.0155442,1.28125,0
1716213927.025405,1.28125,0
1716213927.0355358,0.984375,0
1716213927.0458684,1.18359375,0
1716213927.055652,1.0859375,0
1716213927.0654564,1.28125,0
1716213927.0757153,1.18359375,0
1716213927.0854695,1.28125,0
1716213927.0958896,1.3828125,0
1716213927.1059418,1.0859375,0
1716213927.115482,1.578125,0
1716213927.12556,0.984375,0
1716213927.1360288,1.18359375,0
1716213927.1459796,0.984375,0
1716213927.1558669,1.18359375,0
1716213927.1655958,1.18359375,0
1716213927.1755824,1.3828125,0
1716213927.1855402,1.18359375,0
1716213927.1956415,0.7890625,0
1716213927.2057726,1.0859375,0
1716213927.215559,1.18359375,0
1716213927.225745,1.18359375,0
1716213927.2356336,1.28125,0
1716213927.2459338,0.984375,0
1716213927.2555888,0.7890625,0
1716213927.2656474,1.18359375,0
1716213927.2758708,1.18359375,0
1716213927.2856364,1.28125,0
1716213927.295688,1.578125,0
1716213927.3057582,1.3828125,0
1716213927.3156378,0.984375,0
1716213927.3258946,0.7890625,0
1716213927.3356707,0.984375,0
1716213927.3460882,1.18359375,0
1716213927.3559558,1.18359375,0
1716213927.3659208,1.48046875,0
1716213927.375756,0.7890625,0
1716213927.3859203,0.7890625,0
1716213927.3960483,0.7890625,0
1716213927.4059484,0.984375,0
1716213927.4158509,0.88671875,0
1716213927.426451,1.18359375,0
1716213927.435831,0.88671875,0
1716213927.4465818,1.0859375,0
1716213927.4558773,1.28125,0
1716213927.466295,1.0859375,0
1716213927.476337,1.28125,0
1716213927.486056,1.18359375,0
1716213927.4962926,0.984375,0
1716213927.5062833,1.28125,0
1716213927.516405,1.28125,0
1716213927.526312,0.984375,0
1716213927.5364025,1.28125,0
1716213927.5465512,1.3828125,0
1716213927.556274,1.18359375,0
1716213927.5664332,0.7890625,0
1716213927.5763478,0.984375,0
1716213927.5864823,1.28125,0
1716213927.596165,1.18359375,0
1716213927.6064167,0.88671875,0
1716213927.616061,1.18359375,0
1716213927.6260846,0.984375,0
1716213927.635987,0.88671875,0
1716213927.646475,1.3828125,0
1716213927.65605,1.18359375,0
1716213927.6660998,1.0859375,0
1716213927.6762311,1.18359375,0
1716213927.6860964,1.28125,0
1716213927.6960435,1.18359375,0
1716213927.7063093,1.28125,0
1716213927.7160854,1.0859375,0
1716213927.7263365,0.984375,0
1716213927.7374327,1.18359375,0
1716213927.7463968,1.3828125,0
1716213927.7562563,1.28125,0
1716213927.7661457,1.3828125,0
1716213927.7761166,0.88671875,0
1716213927.7862515,1.0859375,0
1716213927.7961557,1.18359375,0
1716213927.8061693,1.28125,0
1716213927.816261,1.28125,0
1716213927.8261962,0.984375,0
1716213927.8362565,0.984375,0
1716213927.8465817,1.18359375,0
1716213927.8562255,0.984375,0
1716213927.86626,1.0859375,0
1716213927.8762512,1.0859375,0
1716213927.886418,0.88671875,0
1716213927.8965776,1.18359375,0
1716213927.9062755,1.28125,0
1716213927.9162705,1.0859375,0
1716213927.9263515,1.18359375,0
1716213927.9363067,1.0859375,0
1716213927.9466083,1.48046875,0
1716213927.9563017,0.984375,0
1716213927.966371,1.28125,0
1716213927.976415,1.3828125,0
1716213927.9863648,0.7890625,0
1716213927.9967916,1.0859375,0
1716213928.0065267,1.0859375,0
1716213928.016674,1.18359375,0
1716213928.026358,1.28125,0
1716213928.0365677,0.88671875,0
1716213928.04677,1.18359375,0
1716213928.0565825,0.984375,0
1716213928.0665047,0.984375,0
1716213928.0766306,0.88671875,0
1716213928.0865023,1.28125,0
1716213928.0971327,0.88671875,0
1716213928.1065824,1.3828125,0
1716213928.1166646,1.0859375,0
1716213928.1267054,0.984375,0
1716213928.136935,1.18359375,0
1716213928.1468391,1.3828125,0
1716213928.1566234,1.18359375,0
1716213928.1668918,1.48046875,0
1716213928.176817,1.18359375,0
1716213928.1869428,1.18359375,0
1716213928.1977222,1.18359375,0
1716213928.206942,1.18359375,0
1716213928.2169347,1.0859375,0
1716213928.2270536,0.88671875,0
1716213928.23727,1.3828125,0
1716213928.2475076,1.28125,0
1716213928.2573102,1.18359375,0
1716213928.2669456,1.0859375,0
1716213928.277227,1.18359375,0
1716213928.287394,1.18359375,0
1716213928.2977278,1.18359375,0
1716213928.3072202,1.18359375,0
1716213928.3170068,1.18359375,0
1716213928.3267164,1.18359375,0
1716213928.3368504,1.48046875,0
1716213928.3476584,1.48046875,0
1716213928.3568974,1.0859375,0
1716213928.3669224,1.3828125,0
1716213928.3769317,0.88671875,0
1716213928.387079,1.48046875,0
1716213928.3969638,0.88671875,0
1716213928.4070249,0.7890625,0
1716213928.4168675,1.0859375,0
1716213928.4269626,1.3828125,0
1716213928.436812,1.18359375,0
1716213928.447226,1.18359375,0
1716213928.4568534,1.28125,0
1716213928.466816,0.7890625,0
1716213928.4770496,0.88671875,0
1716213928.4869697,1.28125,0
1716213928.4969337,1.28125,0
1716213928.506841,0.984375,0
1716213928.5169165,0.88671875,0
1716213928.527037,1.0859375,0
1716213928.5370395,1.28125,0
1716213928.5471723,1.18359375,0
1716213928.557035,1.0859375,0
1716213928.567099,1.18359375,0
1716213928.5769534,0.984375,0
1716213928.587257,1.18359375,0
1716213928.5972247,0.88671875,0
1716213928.607118,0.7890625,0
1716213928.6170692,1.18359375,0
1716213928.6273265,1.18359375,0
1716213928.6371355,1.28125,0
1716213928.6474323,1.18359375,0
1716213928.657122,1.0859375,0
1716213928.667149,0.984375,0
1716213928.6772354,1.0859375,0
1716213928.687404,1.28125,0
1716213928.697248,0.984375,0
1716213928.7074432,1.0859375,0
1716213928.7171175,1.0859375,0
1716213928.7272706,1.0859375,0
1716213928.7374296,1.28125,0
1716213928.7475247,1.18359375,0
1716213928.757377,0.88671875,0
1716213928.7676558,1.3828125,0
1716213928.777116,1.3828125,0
1716213928.7874644,0.984375,0
1716213928.7974403,1.28125,0
1716213928.807372,1.18359375,0
1716213928.817205,1.18359375,0
1716213928.8273704,1.0859375,0
1716213928.837459,1.18359375,0
1716213928.8476756,0.58984375,0
1716213928.8572986,1.0859375,0
1716213928.8673124,1.0859375,0
1716213928.8774111,1.18359375,0
1716213928.8874433,1.18359375,0
1716213928.8973017,1.18359375,0
1716213928.9074085,1.48046875,0
1716213928.9174438,1.0859375,0
1716213928.9272895,0.984375,0
1716213928.93728,0.88671875,0
1716213928.9476278,1.0859375,0
1716213928.9572914,1.48046875,0
1716213928.9673176,1.0859375,0
1716213928.977379,1.3828125,0
1716213928.9875195,0.88671875,0
1716213928.9972942,1.28125,0
1716213929.0074513,1.0859375,0
1716213929.0172842,1.18359375,0
1716213929.0274863,1.0859375,0
1716213929.0374098,1.18359375,0
1716213929.0476868,0.88671875,0
1716213929.057563,1.18359375,0
1716213929.0673437,1.3828125,0
1716213929.0773308,1.0859375,0
1716213929.0875711,1.18359375,0
1716213929.0975416,0.984375,0
1716213929.1075068,1.28125,0
1716213929.1175451,0.984375,0
1716213929.1274447,1.0859375,0
1716213929.1375592,1.18359375,0
1716213929.1482449,1.28125,0
1716213929.1576438,1.18359375,0
1716213929.167487,0.984375,0
1716213929.177487,1.48046875,0
1716213929.1876936,1.18359375,0
1716213929.197497,0.984375,0
1716213929.207511,1.3828125,0
1716213929.217499,1.18359375,0
1716213929.2276282,1.578125,0
1716213929.2376668,1.28125,0
1716213929.2477958,1.48046875,0
1716213929.2576356,1.0859375,0
1716213929.267519,1.18359375,0
1716213929.277652,1.0859375,0
1716213929.2876654,0.984375,0
1716213929.2976644,1.3828125,0
1716213929.307623,1.18359375,0
1716213929.3177176,0.88671875,0
1716213929.3277388,0.88671875,0
1716213929.3376057,1.0859375,0
1716213929.34791,1.18359375,0
1716213929.357809,1.18359375,0
1716213929.3677242,1.28125,0
1716213929.3776882,1.18359375,0
1716213929.3877084,1.18359375,0
1716213929.3977578,1.0859375,0
1716213929.408185,1.0859375,0
1716213929.4179964,1.18359375,0
1716213929.4277008,1.0859375,0
1716213929.4377162,1.28125,0
1716213929.4482048,1.0859375,0
1716213929.457961,1.28125,0
1716213929.467924,0.984375,0
1716213929.4778645,0.984375,0
1716213929.487833,1.18359375,0
1716213929.498024,1.0859375,0
1716213929.5078382,1.578125,0
1716213929.5179813,1.0859375,0
1716213929.5280223,1.3828125,0
1716213929.5378244,1.18359375,0
1716213929.5482235,1.28125,0
1716213929.5582297,1.3828125,0
1716213929.568079,0.984375,0
1716213929.5781708,1.578125,0
1716213929.5881777,1.0859375,0
1716213929.5979574,0.984375,0
1716213929.6081004,1.28125,0
1716213929.6182456,0.984375,0
1716213929.628176,1.0859375,0
1716213929.6381164,1.28125,0
1716213929.648671,1.18359375,0
1716213929.6584294,1.28125,0
1716213929.6680624,1.0859375,0
1716213929.6780665,1.3828125,0
1716213929.6884997,1.0859375,0
1716213929.6982772,1.18359375,0
1716213929.7083006,1.18359375,0
1716213929.7183242,0.984375,0
1716213929.7282872,1.28125,0
1716213929.738561,0.984375,0
1716213929.7485092,1.18359375,0
1716213929.758335,0.88671875,0
1716213929.7683256,1.28125,0
1716213929.7786026,1.18359375,0
1716213929.788509,1.3828125,0
1716213929.7984183,1.28125,0
1716213929.8082287,1.18359375,0
1716213929.818375,1.18359375,0
1716213929.828269,1.3828125,0
1716213929.838508,0.88671875,0
1716213929.8484378,1.0859375,0
1716213929.8584912,1.3828125,0
1716213929.868321,1.28125,0
1716213929.8782492,1.0859375,0
1716213929.8881245,1.0859375,0
1716213929.8982162,1.0859375,0
1716213929.9082766,0.984375,0
1716213929.918417,0.984375,0
1716213929.928233,0.984375,0
1716213929.9383287,1.0859375,0
1716213929.9485445,0.984375,0
1716213929.9585657,1.18359375,0
1716213929.968721,1.18359375,0
1716213929.978427,1.0859375,0
1716213929.988526,0.984375,0
1716213929.9983068,1.0859375,0
1716213930.0084078,1.18359375,0
1716213930.0185308,0.984375,0
1716213930.0282152,1.3828125,0
1716213930.0382328,1.3828125,0
1716213930.0486217,1.28125,0
1716213930.058284,1.0859375,0
1716213930.0684297,1.18359375,0
1716213930.078339,1.28125,0
1716213930.0883324,1.28125,0
1716213930.0985637,0.984375,0
1716213930.108358,1.28125,0
1716213930.1183257,0.88671875,0
1716213930.1284368,1.18359375,0
1716213930.13841,0.88671875,0
1716213930.1487043,0.984375,0
1716213930.1584928,1.18359375,0
1716213930.1684532,1.18359375,0
1716213930.17867,0.984375,0
1716213930.1887186,1.0859375,0
1716213930.198547,1.28125,0
1716213930.2084208,1.18359375,0
1716213930.2184803,1.28125,0
1716213930.2284718,1.18359375,0
1716213930.2388268,1.28125,0
1716213930.248716,1.18359375,0
1716213930.2587328,1.0859375,0
1716213930.2687852,1.3828125,0
1716213930.278448,0.88671875,0
1716213930.288761,1.28125,0
1716213930.298561,1.18359375,0
1716213930.3088195,0.69140625,0
1716213930.3186145,1.18359375,0
1716213930.3286085,1.0859375,0
1716213930.338683,0.984375,0
1716213930.3488271,1.28125,0
1716213930.358751,0.984375,0
1716213930.3690329,0.7890625,0
1716213930.3786595,1.28125,0
1716213930.3888245,0.984375,0
1716213930.398831,0.984375,0
1716213930.4088764,1.0859375,0
1716213930.4187157,0.88671875,0
1716213930.4287152,0.88671875,0
1716213930.4386714,1.48046875,0
1716213930.44884,1.18359375,0
1716213930.458701,1.28125,0
1716213930.4687202,1.18359375,0
1716213930.478694,0.984375,0
1716213930.488856,1.18359375,0
1716213930.498697,0.88671875,0
1716213930.5087907,0.984375,0
1716213930.518689,1.0859375,0
1716213930.5286086,1.0859375,0
1716213930.538732,0.88671875,0
1716213930.5490775,1.48046875,0
1716213930.558976,1.3828125,0
1716213930.5688334,1.18359375,0
1716213930.5786386,0.984375,0
1716213930.5887632,0.984375,0
1716213930.5987108,0.88671875,0
1716213930.608859,1.18359375,0
1716213930.618678,1.18359375,0
1716213930.6288252,1.0859375,0
1716213930.638756,1.18359375,0
1716213930.6491628,1.48046875,0
1716213930.6587822,1.0859375,0
1716213930.668944,1.0859375,0
1716213930.6788225,1.0859375,0
1716213930.6887426,1.18359375,0
1716213930.698768,1.18359375,0
1716213930.709108,1.28125,0
1716213930.7188952,1.18359375,0
1716213930.7287643,0.984375,0
1716213930.7389271,0.88671875,0
1716213930.7490537,1.18359375,0
1716213930.7588391,1.18359375,0
1716213930.7688,1.0859375,0
1716213930.7789595,1.18359375,0
1716213930.7889829,0.88671875,0
1716213930.7989016,1.18359375,0
1716213930.8096948,0.984375,0
1716213930.819168,1.18359375,0
1716213930.829124,0.984375,0
1716213930.8390265,1.3828125,0
1716213930.8491952,1.48046875,0
1716213930.8591006,0.984375,0
1716213930.8690662,1.18359375,0
1716213930.8791776,1.18359375,0
1716213930.8892243,0.7890625,0
1716213930.899311,1.0859375,0
1716213930.9101627,1.28125,0
1716213930.919181,1.28125,0
1716213930.929406,0.984375,0
1716213930.9393563,1.28125,0
1716213930.949339,0.984375,0
1716213930.9593332,1.18359375,0
1716213930.9694726,0.88671875,0
1716213930.979359,1.28125,0
1716213930.989449,1.3828125,0
1716213930.9993868,0.7890625,0
1716213931.010145,1.28125,0
1716213931.0193944,0.984375,0
1716213931.029382,1.18359375,0
1716213931.039112,1.18359375,0
1716213931.0499003,1.0859375,0
1716213931.0591035,1.18359375,0
1716213931.0692558,1.28125,0
1716213931.079178,1.0859375,0
1716213931.0891688,1.48046875,0
1716213931.0993369,1.18359375,0
1716213931.1092222,1.18359375,0
1716213931.119324,1.18359375,0
1716213931.12939,0.7890625,0
1716213931.1393144,1.0859375,0
1716213931.1494863,0.88671875,0
1716213931.1593132,1.18359375,0
1716213931.169171,0.88671875,0
1716213931.1793933,1.18359375,0
1716213931.1893506,1.28125,0
1716213931.1992457,1.28125,0
1716213931.209249,1.18359375,0
1716213931.2192433,0.984375,0
1716213931.229241,0.88671875,0
1716213931.239355,1.0859375,0
1716213931.249508,1.0859375,0
1716213931.2594888,1.18359375,0
1716213931.2694402,0.984375,0
1716213931.2793672,1.28125,0
1716213931.2893715,1.0859375,0
1716213931.2993438,1.0859375,0
1716213931.309452,0.984375,0
1716213931.3194156,1.0859375,0
1716213931.3293192,1.18359375,0
1716213931.3395245,1.18359375,0
1716213931.3499117,1.0859375,0
1716213931.3596706,1.0859375,0
1716213931.3694696,0.7890625,0
1716213931.379404,0.984375,0
1716213931.3894138,1.18359375,0
1716213931.399722,1.18359375,0
1716213931.4094224,1.3828125,0
1716213931.41953,1.18359375,0
1716213931.4296026,0.984375,0
1716213931.439594,1.18359375,0
1716213931.450051,1.0859375,0
1716213931.45954,1.18359375,0
1716213931.4696252,1.18359375,0
1716213931.4794457,1.18359375,0
1716213931.4895775,1.3828125,0
1716213931.499618,0.88671875,0
1716213931.5094826,1.18359375,0
1716213931.5198147,0.984375,0
1716213931.5298471,0.984375,0
1716213931.539492,1.28125,0
1716213931.549949,1.578125,0
1716213931.5597262,0.7890625,0
1716213931.5698168,0.984375,0
1716213931.5798056,1.18359375,0
1716213931.5897036,1.18359375,0
1716213931.5996509,1.28125,0
1716213931.6098197,1.3828125,0
1716213931.6196072,1.3828125,0
1716213931.6297245,1.28125,0
1716213931.6396852,1.3828125,0
1716213931.649857,1.28125,0
1716213931.6596687,1.28125,0
1716213931.66971,1.578125,0
1716213931.6797168,1.18359375,0
1716213931.6898458,1.0859375,0
1716213931.699695,1.28125,0
1716213931.7100787,1.18359375,0
1716213931.7197506,1.18359375,0
1716213931.7298589,0.984375,0
1716213931.7398274,0.88671875,0
1716213931.751042,1.3828125,0
1716213931.7597125,1.0859375,0
1716213931.7697558,1.3828125,0
1716213931.7798378,0.7890625,0
1716213931.7897425,0.984375,0
1716213931.8005538,1.18359375,0
1716213931.8096962,1.18359375,0
1716213931.8197076,0.984375,0
1716213931.8297358,0.7890625,0
1716213931.8400953,1.28125,0
1716213931.8507044,1.0859375,0
1716213931.8601851,1.18359375,0
1716213931.8709354,1.18359375,0
1716213931.8803985,0.984375,0
1716213931.8904183,1.18359375,0
1716213931.90064,0.984375,0
1716213931.9105985,0.984375,0
1716213931.9205165,1.28125,0
1716213931.930377,1.28125,0
1716213931.9401426,1.3828125,0
1716213931.9505825,0.984375,0
1716213931.959973,1.3828125,0
1716213931.9709206,1.28125,0
1716213931.9804213,1.48046875,0
1716213931.9902055,0.984375,0
1716213931.9999268,0.7890625,0
1716213932.0099568,1.3828125,0
1716213932.0199144,1.18359375,0
1716213932.0303018,0.984375,0
1716213932.039911,1.3828125,0
1716213932.0507815,0.984375,0
1716213932.059916,0.984375,0
1716213932.06993,1.18359375,0
1716213932.0799608,1.18359375,0
1716213932.0901496,1.0859375,0
1716213932.1002977,0.984375,0
1716213932.110259,1.18359375,0
1716213932.12041,1.18359375,0
1716213932.1302853,0.984375,0
1716213932.1403835,1.18359375,0
1716213932.150591,1.0859375,0
1716213932.1608622,0.88671875,0
1716213932.170529,0.88671875,0
1716213932.1802804,1.0859375,0
1716213932.190652,0.984375,0
1716213932.2004185,1.3828125,0
1716213932.2104762,1.0859375,0
1716213932.220458,1.28125,0
1716213932.2303507,1.0859375,0
1716213932.240358,1.0859375,0
1716213932.2507398,1.18359375,0
1716213932.260429,1.18359375,0
1716213932.2705271,0.88671875,0
1716213932.280472,1.18359375,0
1716213932.290398,1.18359375,0
1716213932.300376,0.984375,0
1716213932.310654,1.18359375,0
1716213932.3205118,1.0859375,0
1716213932.3303902,1.0859375,0
1716213932.3404174,0.88671875,0
1716213932.3506649,1.18359375,0
1716213932.3605402,0.984375,0
1716213932.3704393,0.88671875,0
1716213932.3803654,1.28125,0
1716213932.3903506,1.0859375,0
1716213932.4003887,1.18359375,0
